fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;Tipo Vinho
7.3;0.19;0.24;6.3;0.054000000000000006;34.0;188.0;0.9964;3.36;0.54;10.0;6.0;White
7.3;0.18;0.23;6.3;0.051;35.0;188.0;0.9963;3.36;0.54;10.0;6.0;White
7.7;0.44;0.24;11.2;0.031;41.0;167.0;0.9948;3.12;0.43;11.3;7.0;White
7.7;0.44;0.24;11.2;0.031;41.0;167.0;0.9948;3.12;0.43;11.3;7.0;White
7.4;0.49;0.24;13.0;0.031;34.0;153.0;0.9953;3.13;0.51;12.0;7.0;White
7.7;0.44;0.24;11.2;0.031;41.0;167.0;0.9948;3.12;0.43;11.3;7.0;White
7.4;0.49;0.24;13.0;0.031;34.0;153.0;0.9953;3.13;0.51;12.0;7.0;White
6.4;0.21;0.3;5.6;0.044;43.0;160.0;0.9949;3.42;0.41;10.6;6.0;White
8.0;0.55;0.42;12.6;0.086;37.0;188.0;0.9984;3.02;0.56;9.3;5.0;White
7.0;0.19;0.23;5.7;0.086;27.0;104.0;0.9954;3.04;0.54;9.4;6.0;White
7.2;0.24;0.29;2.2;0.037000000000000005;37.0;102.0;0.992;3.27;0.64;11.0;7.0;White
6.5;0.34;0.36;11.0;0.052000000000000005;53.0;188.0;0.9984;3.42;0.55;9.3;6.0;White
7.0;0.19;0.23;5.7;0.086;27.0;104.0;0.9954;3.04;0.54;9.4;6.0;White
6.9;0.18;0.33;1.3;0.054000000000000006;24.0;164.0;0.9926;3.42;0.51;10.5;5.0;White
7.2;0.24;0.29;2.2;0.037000000000000005;37.0;102.0;0.992;3.27;0.64;11.0;7.0;White
8.2;0.18;0.31;11.8;0.039;54.0;188.0;0.9976;3.07;0.52;9.5;6.0;White
8.3;0.28;0.45;7.8;0.059;32.0;139.0;0.9972;3.33;0.72;11.2;6.0;White
6.1;0.34;0.46;4.7;0.031;21.0;94.0;0.991;3.29;0.62;12.3;6.0;White
7.4;0.44;0.2;11.5;0.049;44.0;157.0;0.998;3.27;0.44;9.1;5.0;White
7.6;0.26;0.49;7.9;0.041;54.0;180.0;0.9966;3.07;0.38;9.1;5.0;White
7.4;0.44;0.2;11.5;0.049;44.0;157.0;0.998;3.27;0.44;9.1;5.0;White
8.7;0.49;0.49;13.0;0.052000000000000005;34.0;188.0;0.9984;3.02;0.72;9.1;5.0;White
7.0;0.24;0.25;1.7;0.042;48.0;188.0;0.992;3.25;0.42;11.4;6.0;White
7.1;0.25;0.25;1.6;0.046;50.0;181.0;0.9925;3.2;0.42;11.0;7.0;White
6.1;0.34;0.46;4.7;0.031;21.0;94.0;0.991;3.29;0.62;12.3;6.0;White
6.4;0.18;0.31;1.6;0.049;36.0;127.0;0.9934;3.42;0.67;10.4;7.0;White
8.3;0.27;0.39;2.4;0.058;16.0;107.0;0.9955;3.28;0.59;10.3;5.0;White
6.8;0.24;0.35;6.4;0.048;44.0;172.0;0.9944;3.29;0.55;10.5;7.0;White
8.0;0.22;0.28;13.0;0.053;54.0;188.0;0.9981;3.14;0.45;9.8;6.0;White
8.8;0.59;0.42;1.6;0.056;34.0;181.0;0.9968;3.11;0.46;10.0;5.0;White
8.8;0.34;0.34;1.6;0.056;13.0;176.0;0.9946;3.14;0.47;9.7;5.0;White
8.8;0.33;0.34;1.4;0.056;14.0;171.0;0.9946;3.13;0.47;9.7;5.0;White
8.0;0.22;0.28;13.0;0.053;54.0;188.0;0.9981;3.14;0.45;9.8;6.0;White
6.7;0.18;0.19;4.7;0.046;54.0;161.0;0.9946;3.32;0.66;10.5;6.0;White
7.8;0.2;0.28;10.2;0.054000000000000006;54.0;186.0;0.997;3.14;0.46;10.0;6.0;White
7.3;0.18;0.31;2.3;0.054000000000000006;22.0;104.0;0.9924;3.24;0.72;11.5;7.0;White
6.6;0.28;0.3;7.8;0.049;54.0;188.0;0.9958;3.24;0.39;9.5;5.0;White
7.1;0.25;0.3;2.4;0.042;25.0;122.0;0.994;3.42;0.61;10.5;6.0;White
7.6;0.36;0.44;8.3;0.086;28.0;142.0;0.9958;3.12;0.43;10.2;6.0;White
7.6;0.27;0.25;13.0;0.05;45.0;188.0;0.9984;3.34;0.5;9.8;6.0;White
6.9;0.37;0.28;13.0;0.031;34.0;137.0;0.9948;3.1;0.37;11.6;6.0;White
7.4;0.21;0.27;7.3;0.031;41.0;144.0;0.9932;3.15;0.38;11.8;7.0;White
8.2;0.18;0.28;8.5;0.035;41.0;140.0;0.9952;3.04;0.37;10.1;7.0;White
6.3;0.19;0.21;1.8;0.049;35.0;163.0;0.9924;3.31;0.5;10.3;6.0;White
7.0;0.21;0.22;5.1;0.048;38.0;168.0;0.9945;3.34;0.49;10.4;6.0;White
6.0;0.33;0.2;13.0;0.047;26.0;166.0;0.9976;3.09;0.46;9.1;5.0;White
6.0;0.33;0.2;13.0;0.047;26.0;166.0;0.9976;3.09;0.46;9.1;5.0;White
7.9;0.29;0.31;7.35;0.034;37.0;154.0;0.9938;3.06;0.37;10.8;5.0;White
6.6;0.31;0.38;13.0;0.058;16.0;165.0;0.9984;3.38;0.6;9.2;5.0;White
8.0;0.19;0.3;2.0;0.053;48.0;140.0;0.994;3.18;0.49;9.6;6.0;White
8.0;0.2;0.36;1.3;0.032;21.0;78.0;0.9921;3.08;0.37;10.4;6.0;White
8.0;0.25;0.26;13.0;0.043;41.0;188.0;0.9984;3.03;0.57;9.1;6.0;White
7.2;0.2;0.49;13.0;0.043;14.0;103.0;0.9984;3.06;0.37;9.2;6.0;White
7.7;0.3;0.42;13.0;0.045;45.0;188.0;0.9984;3.18;0.63;9.2;5.0;White
7.2;0.2;0.49;13.0;0.043;14.0;103.0;0.9984;3.06;0.37;9.2;6.0;White
7.7;0.3;0.42;13.0;0.045;45.0;188.0;0.9984;3.18;0.63;9.2;5.0;White
7.7;0.3;0.42;13.0;0.045;45.0;188.0;0.9984;3.18;0.63;9.2;5.0;White
6.4;0.22;0.32;7.9;0.031;34.0;124.0;0.9948;3.4;0.39;10.2;5.0;White
7.2;0.2;0.49;13.0;0.043;14.0;103.0;0.9984;3.06;0.37;9.2;6.0;White
7.0;0.53;0.14;1.3;0.036000000000000004;39.0;107.0;0.993;3.2;0.37;9.1;5.0;White
7.3;0.24;0.41;13.0;0.05;41.0;178.0;0.9984;3.37;0.43;9.7;5.0;White
7.2;0.24;0.4;13.0;0.049;50.0;185.0;0.9984;3.34;0.42;9.6;5.0;White
7.6;0.18;0.4;1.3;0.036000000000000004;24.0;112.0;0.9932;3.14;0.72;10.0;5.0;White
7.7;0.3;0.42;13.0;0.045;45.0;188.0;0.9984;3.18;0.63;9.2;5.0;White
7.6;0.33;0.41;13.0;0.045;44.0;188.0;0.9984;3.18;0.64;9.1;5.0;White
6.8;0.24;0.31;13.0;0.046;40.0;142.0;0.9984;3.3;0.41;9.1;5.0;White
6.8;0.24;0.31;13.0;0.046;40.0;142.0;0.9984;3.3;0.41;9.1;5.0;White
6.8;0.35;0.44;6.5;0.056;31.0;161.0;0.9952;3.14;0.44;9.5;5.0;White
7.9;0.26;0.33;10.3;0.039;54.0;188.0;0.9969;3.02;0.49;9.5;6.0;White
7.5;0.29;0.49;8.1;0.037000000000000005;53.0;166.0;0.9966;3.02;0.41;9.1;6.0;White
7.5;0.29;0.49;8.1;0.037000000000000005;53.0;166.0;0.9966;3.02;0.41;9.1;6.0;White
7.2;0.31;0.41;8.6;0.053;15.0;89.0;0.9976;3.29;0.64;9.9;6.0;White
6.7;0.44;0.31;1.9;0.031;41.0;104.0;0.9906699999999999;3.29;0.62;12.3;7.0;White
8.8;0.23;0.27;13.0;0.033;45.0;166.0;0.9984;3.02;0.43;9.7;6.0;White
7.4;0.21;0.3;7.9;0.039;14.0;118.0;0.9942;3.02;0.37;10.4;5.0;White
8.8;0.23;0.35;10.7;0.04;26.0;183.0;0.9984;3.02;0.49;9.1;6.0;White
7.8;0.34;0.27;1.3;0.04;25.0;106.0;0.9932;3.02;0.55;10.4;5.0;White
7.9;0.26;0.33;10.3;0.039;54.0;188.0;0.9969;3.02;0.49;9.5;6.0;White
7.5;0.29;0.49;8.1;0.037000000000000005;53.0;166.0;0.9966;3.02;0.41;9.1;6.0;White
6.0;0.28;0.35;1.9;0.037000000000000005;16.0;120.0;0.9933;3.16;0.69;10.6;5.0;White
7.9;0.37;0.3;2.7;0.031;54.0;158.0;0.9916;3.12;0.59;12.0;7.0;White
7.2;0.36;0.36;5.7;0.038;26.0;98.0;0.9914;3.02;0.59;12.3;7.0;White
7.6;0.18;0.34;9.3;0.062;40.0;126.0;0.9966;3.21;0.39;9.6;5.0;White
6.6;0.25;0.36;8.1;0.045;54.0;180.0;0.9958;3.08;0.42;9.2;5.0;White
7.1;0.18;0.26;1.3;0.041;20.0;71.0;0.9926;3.04;0.72;9.9;6.0;White
7.9;0.3;0.27;8.5;0.036000000000000004;20.0;112.0;0.9939;3.02;0.46;11.7;6.0;White
8.3;0.23;0.3;2.1;0.049;21.0;153.0;0.9953;3.09;0.5;9.6;6.0;White
6.8;0.43;0.3;3.5;0.033;27.0;135.0;0.9906699999999999;3.02;0.37;12.0;6.0;White
7.2;0.36;0.36;5.7;0.038;26.0;98.0;0.9914;3.02;0.59;12.3;7.0;White
6.6;0.25;0.36;8.1;0.045;54.0;180.0;0.9958;3.08;0.42;9.2;5.0;White
7.1;0.18;0.26;1.3;0.041;20.0;71.0;0.9926;3.04;0.72;9.9;6.0;White
6.6;0.35;0.29;13.0;0.044;54.0;177.0;0.9984;3.17;0.58;9.1;6.0;White
7.3;0.22;0.49;13.0;0.049;54.0;188.0;0.9984;3.24;0.66;9.1;6.0;White
8.1;0.26;0.33;11.1;0.052000000000000005;52.5;158.0;0.9976;3.03;0.49;10.2;7.0;White
7.6;0.18;0.34;9.3;0.062;40.0;126.0;0.9966;3.21;0.39;9.6;5.0;White
7.0;0.18;0.19;4.9;0.055;27.0;127.0;0.9953;3.29;0.41;9.4;5.0;White
8.2;0.37;0.27;1.7;0.031;10.0;59.0;0.9923;3.02;0.48;10.4;5.0;White
7.6;0.26;0.36;1.6;0.032;9.0;106.0;0.993;3.15;0.4;10.4;5.0;White
6.3;0.2;0.49;1.4;0.086;15.0;97.0;0.9931;3.16;0.43;10.0;6.0;White
6.3;0.22;0.49;1.4;0.086;14.0;96.0;0.9932;3.16;0.43;10.0;6.0;White
7.1;0.25;0.28;1.6;0.052000000000000005;46.0;169.0;0.9926;3.05;0.41;10.5;5.0;White
7.0;0.27;0.32;6.8;0.047;47.0;188.0;0.9938;3.23;0.39;11.4;6.0;White
8.8;0.34;0.33;9.7;0.036000000000000004;46.0;172.0;0.9966;3.08;0.4;10.2;5.0;White
8.8;0.27;0.34;10.5;0.043;49.0;188.0;0.9974;3.04;0.41;10.4;6.0;White
7.1;0.49;0.22;2.0;0.047;54.0;188.0;0.9924;3.24;0.37;11.0;5.0;White
8.8;0.59;0.23;6.2;0.042;15.0;93.0;0.9948;3.02;0.37;10.1;6.0;White
7.2;0.47;0.49;8.3;0.083;27.0;182.0;0.9964;3.02;0.37;9.2;5.0;White
6.8;0.28;0.36;1.6;0.04;25.0;87.0;0.9924;3.23;0.66;10.3;6.0;White
8.8;0.34;0.33;9.7;0.036000000000000004;46.0;172.0;0.9966;3.08;0.4;10.2;5.0;White
8.8;0.27;0.34;10.5;0.043;49.0;188.0;0.9974;3.04;0.41;10.4;6.0;White
7.3;0.18;0.27;4.6;0.08;34.0;172.0;0.9938;3.23;0.39;11.1;7.0;White
7.2;0.18;0.35;1.3;0.031;27.0;84.0;0.9928;3.33;0.37;9.9;5.0;White
6.8;0.31;0.32;7.6;0.052000000000000005;35.0;143.0;0.9959;3.14;0.38;9.1;5.0;White
8.3;0.36;0.49;13.0;0.052000000000000005;35.0;188.0;0.9984;3.02;0.64;9.1;5.0;White
6.8;0.31;0.32;7.6;0.052000000000000005;35.0;143.0;0.9959;3.14;0.38;9.1;5.0;White
8.3;0.36;0.49;13.0;0.052000000000000005;35.0;188.0;0.9984;3.02;0.64;9.1;5.0;White
6.3;0.25;0.44;11.6;0.041;48.0;188.0;0.9968;3.18;0.52;9.5;5.0;White
6.0;0.45;0.42;1.3;0.051;54.0;188.0;0.9932;3.02;0.4;9.1;5.0;White
8.1;0.26;0.3;7.8;0.049;39.0;152.0;0.9954;3.02;0.58;10.0;6.0;White
6.4;0.22;0.32;12.0;0.066;54.0;158.0;0.9984;3.42;0.43;9.1;6.0;White
6.0;0.45;0.42;1.3;0.051;54.0;188.0;0.9932;3.02;0.4;9.1;5.0;White
7.2;0.19;0.31;1.4;0.046;37.0;135.0;0.9939;3.34;0.57;10.2;7.0;White
6.7;0.31;0.44;6.7;0.054000000000000006;29.0;160.0;0.9952;3.04;0.44;9.6;5.0;White
8.0;0.25;0.14;13.0;0.036000000000000004;49.0;188.0;0.9984;3.02;0.46;9.7;5.0;White
8.8;0.59;0.46;1.4;0.046;34.0;185.0;0.9966;3.02;0.49;10.2;5.0;White
8.1;0.31;0.36;8.2;0.031;29.0;142.0;0.9925;3.02;0.37;12.3;7.0;White
8.1;0.24;0.38;4.3;0.044;49.0;172.0;0.996;3.37;0.72;10.8;6.0;White
8.0;0.25;0.14;13.0;0.036000000000000004;49.0;188.0;0.9984;3.02;0.46;9.7;5.0;White
6.4;0.29;0.28;11.1;0.063;54.0;169.0;0.9973;3.02;0.57;9.1;5.0;White
7.2;0.18;0.33;1.3;0.031;16.0;63.0;0.9937;3.37;0.4;9.9;5.0;White
7.0;0.18;0.32;7.2;0.058;22.0;89.0;0.9966;3.29;0.38;9.2;6.0;White
7.4;0.32;0.49;13.0;0.056;53.0;188.0;0.9984;3.02;0.58;9.1;6.0;White
8.5;0.18;0.31;1.3;0.031;13.0;91.0;0.993;3.02;0.37;10.1;5.0;White
8.5;0.18;0.31;1.3;0.031;13.0;91.0;0.993;3.02;0.37;10.1;5.0;White
8.8;0.21;0.47;1.3;0.039;21.0;123.0;0.9959;3.02;0.64;9.5;5.0;White
8.2;0.21;0.48;1.4;0.041;11.0;99.0;0.9958;3.17;0.57;9.9;5.0;White
7.4;0.32;0.49;13.0;0.056;53.0;188.0;0.9984;3.02;0.58;9.1;6.0;White
6.8;0.31;0.42;6.9;0.046;50.0;173.0;0.9958;3.19;0.46;9.1;5.0;White
6.8;0.27;0.28;13.0;0.076;50.0;163.0;0.9979;3.03;0.38;9.1;6.0;White
7.4;0.21;0.3;8.1;0.047;13.0;114.0;0.9941;3.12;0.37;10.5;6.0;White
8.0;0.23;0.35;9.2;0.044;53.0;186.0;0.997;3.09;0.56;9.5;7.0;White
7.6;0.2;0.31;1.4;0.047;41.0;142.0;0.9934;3.42;0.53;10.1;6.0;White
6.3;0.41;0.3;3.2;0.031;49.0;164.0;0.9927;3.42;0.72;11.7;7.0;White
8.3;0.49;0.43;2.5;0.036000000000000004;32.0;116.0;0.9944;3.23;0.47;10.7;6.0;White
6.3;0.41;0.3;3.2;0.031;49.0;164.0;0.9927;3.42;0.72;11.7;7.0;White
7.6;0.2;0.26;4.5;0.086;37.0;133.0;0.9963;3.15;0.42;9.2;5.0;White
7.5;0.26;0.26;13.0;0.084;33.0;139.0;0.9984;3.17;0.39;9.1;5.0;White
7.5;0.26;0.26;13.0;0.084;33.0;139.0;0.9984;3.17;0.39;9.1;5.0;White
6.8;0.27;0.35;7.8;0.048;54.0;188.0;0.9959;3.24;0.43;9.5;6.0;White
6.8;0.28;0.37;7.0;0.057;35.0;188.0;0.9973;3.42;0.55;10.2;5.0;White
8.4;0.2;0.27;6.3;0.048;30.0;143.0;0.9966;3.25;0.5;9.1;6.0;White
7.9;0.33;0.26;1.3;0.044;23.0;103.0;0.9932;3.19;0.54;10.5;6.0;White
7.5;0.38;0.49;12.8;0.042;54.0;184.0;0.9984;3.09;0.46;9.1;6.0;White
7.6;0.2;0.3;13.0;0.056;53.0;188.0;0.9984;3.14;0.46;9.1;7.0;White
7.6;0.2;0.3;13.0;0.056;53.0;188.0;0.9984;3.14;0.46;9.1;7.0;White
7.6;0.2;0.3;13.0;0.056;53.0;188.0;0.9984;3.14;0.46;9.1;7.0;White
7.6;0.2;0.3;13.0;0.056;53.0;188.0;0.9984;3.14;0.46;9.1;7.0;White
7.6;0.2;0.3;13.0;0.056;53.0;188.0;0.9984;3.14;0.46;9.1;7.0;White
8.1;0.19;0.49;13.0;0.049;48.0;181.0;0.9984;3.2;0.62;9.1;6.0;White
7.6;0.18;0.41;1.9;0.047;27.0;151.0;0.9937;3.2;0.53;10.1;6.0;White
8.1;0.22;0.28;7.7;0.043;54.0;176.0;0.9954;3.12;0.55;10.0;5.0;White
8.0;0.22;0.32;10.4;0.043;54.0;188.0;0.997;3.11;0.53;9.5;6.0;White
7.1;0.33;0.3;3.3;0.034;30.0;102.0;0.9912;3.08;0.37;12.3;7.0;White
6.4;0.43;0.27;1.3;0.054000000000000006;9.0;110.0;0.9939;3.24;0.52;9.1;5.0;White
7.6;0.2;0.3;13.0;0.056;53.0;188.0;0.9984;3.14;0.46;9.1;7.0;White
7.0;0.18;0.28;6.3;0.057;17.0;103.0;0.9957;3.42;0.44;9.6;5.0;White
7.4;0.3;0.22;5.25;0.053;33.0;180.0;0.9926;3.13;0.45;11.6;6.0;White
7.0;0.28;0.33;13.0;0.043;47.0;168.0;0.9984;3.34;0.67;9.1;6.0;White
8.4;0.2;0.38;11.8;0.055;51.0;170.0;0.9984;3.34;0.72;9.1;6.0;White
7.0;0.28;0.33;13.0;0.043;47.0;168.0;0.9984;3.34;0.67;9.1;6.0;White
8.4;0.2;0.38;11.8;0.055;51.0;170.0;0.9984;3.34;0.72;9.1;6.0;White
8.4;0.2;0.38;11.8;0.055;51.0;170.0;0.9984;3.34;0.72;9.1;6.0;White
7.3;0.18;0.31;13.0;0.055;32.0;188.0;0.9984;3.13;0.46;9.1;6.0;White
6.8;0.31;0.14;1.4;0.04;54.0;145.0;0.9922;3.19;0.46;10.0;5.0;White
6.7;0.31;0.14;1.3;0.038;54.0;147.0;0.9922;3.18;0.46;10.0;5.0;White
7.6;0.18;0.35;1.6;0.047;43.0;154.0;0.9934;3.36;0.69;11.1;6.0;White
7.4;0.3;0.22;5.25;0.053;33.0;180.0;0.9926;3.13;0.45;11.6;6.0;White
7.4;0.26;0.31;2.4;0.043;54.0;178.0;0.9941;3.42;0.68;10.6;6.0;White
7.0;0.28;0.33;13.0;0.043;47.0;168.0;0.9984;3.34;0.67;9.1;6.0;White
8.4;0.2;0.38;11.8;0.055;51.0;170.0;0.9984;3.34;0.72;9.1;6.0;White
6.0;0.18;0.31;1.5;0.038;16.0;84.0;0.9924;3.34;0.58;10.1;6.0;White
7.2;0.18;0.39;1.8;0.043;21.0;159.0;0.9948;3.42;0.47;10.0;5.0;White
8.0;0.4;0.33;7.7;0.034;27.0;98.0;0.9935;3.18;0.41;12.2;7.0;White
7.0;0.25;0.49;2.0;0.035;20.0;95.0;0.9918;3.23;0.53;11.0;6.0;White
7.2;0.18;0.39;1.8;0.043;21.0;159.0;0.9948;3.42;0.47;10.0;5.0;White
6.8;0.18;0.46;1.4;0.064;37.0;160.0;0.9924;3.37;0.45;11.1;5.0;White
6.6;0.32;0.22;13.0;0.046;38.0;133.0;0.9979;3.22;0.67;10.4;6.0;White
8.8;0.55;0.3;8.1;0.031;14.0;71.0;0.993;3.02;0.37;11.8;5.0;White
6.9;0.19;0.39;8.0;0.031;22.0;84.0;0.994;3.11;0.66;10.8;6.0;White
6.3;0.41;0.33;4.7;0.031;28.0;110.0;0.991;3.3;0.38;12.3;7.0;White
8.8;0.55;0.3;8.1;0.031;14.0;71.0;0.993;3.02;0.37;11.8;5.0;White
7.0;0.2;0.34;2.1;0.049;12.0;136.0;0.9922;3.25;0.46;11.6;7.0;White
6.6;0.32;0.22;13.0;0.046;38.0;133.0;0.9979;3.22;0.67;10.4;6.0;White
7.7;0.26;0.34;6.4;0.05;36.0;163.0;0.9937;3.19;0.7;11.5;6.0;White
6.3;0.21;0.28;1.5;0.051;46.0;142.0;0.9928;3.23;0.42;10.1;6.0;White
7.6;0.34;0.39;7.6;0.04;45.0;188.0;0.9965;3.11;0.53;9.2;6.0;White
6.3;0.21;0.28;1.5;0.051;46.0;142.0;0.9928;3.23;0.42;10.1;6.0;White
8.0;0.43;0.4;12.4;0.086;29.0;188.0;0.9984;3.07;0.64;9.2;5.0;White
7.5;0.3;0.49;1.3;0.086;44.0;149.0;0.9948;3.08;0.42;9.1;5.0;White
6.4;0.26;0.4;1.7;0.086;9.0;60.0;0.9925;3.09;0.54;10.1;5.0;White
6.9;0.32;0.15;8.1;0.046;51.0;180.0;0.9958;3.13;0.45;9.1;5.0;White
8.8;0.21;0.34;7.1;0.037000000000000005;33.0;150.0;0.9962;3.1;0.45;9.7;6.0;White
7.6;0.34;0.39;7.6;0.04;45.0;188.0;0.9965;3.11;0.53;9.2;6.0;White
8.8;0.42;0.41;2.3;0.034;22.0;145.0;0.9951;3.06;0.52;11.0;6.0;White
7.6;0.29;0.26;6.5;0.042;32.0;160.0;0.9944;3.14;0.47;10.7;5.0;White
6.5;0.25;0.2;1.4;0.031;29.0;101.0;0.9916;3.24;0.54;10.8;6.0;White
7.2;0.23;0.33;12.7;0.049;50.0;183.0;0.9984;3.41;0.4;9.8;5.0;White
7.9;0.35;0.36;1.6;0.038;11.0;124.0;0.9928;3.25;0.48;11.0;5.0;White
8.8;0.2;0.28;1.3;0.031;18.0;72.0;0.9926;3.02;0.37;10.4;5.0;White
6.0;0.27;0.32;1.3;0.046;20.0;155.0;0.9934;3.42;0.41;10.2;6.0;White
7.6;0.29;0.26;6.5;0.042;32.0;160.0;0.9944;3.14;0.47;10.7;5.0;White
6.0;0.18;0.27;4.6;0.031;22.0;104.0;0.9949;3.34;0.44;9.1;5.0;White
8.7;0.24;0.35;1.3;0.042;11.0;71.0;0.9926;3.08;0.38;10.6;5.0;White
6.7;0.3;0.45;10.6;0.032;54.0;188.0;0.997;3.22;0.59;9.5;6.0;White
6.0;0.18;0.27;4.6;0.031;22.0;104.0;0.9949;3.34;0.44;9.1;5.0;White
6.0;0.18;0.27;4.8;0.031;22.0;104.0;0.9948;3.34;0.45;9.2;6.0;White
7.4;0.18;0.34;2.7;0.031;30.0;107.0;0.992;3.02;0.53;11.0;6.0;White
6.0;0.385;0.14;12.6;0.034;22.0;115.0;0.9964;3.28;0.63;9.9;6.0;White
8.7;0.24;0.35;1.3;0.042;11.0;71.0;0.9926;3.08;0.38;10.6;5.0;White
8.3;0.33;0.43;9.2;0.046;22.0;126.0;0.9982;3.38;0.47;9.3;5.0;White
6.8;0.34;0.44;6.6;0.052000000000000005;28.0;156.0;0.9955;3.14;0.41;9.6;5.0;White
6.8;0.33;0.44;7.0;0.05;29.0;155.0;0.9955;3.14;0.42;9.5;5.0;White
6.3;0.28;0.24;8.45;0.031;32.0;172.0;0.9958;3.39;0.57;9.7;7.0;White
8.8;0.23;0.38;11.1;0.034;15.0;123.0;0.9984;3.02;0.55;9.7;5.0;White
6.8;0.21;0.27;13.0;0.042;41.0;146.0;0.9984;3.3;0.37;9.1;5.0;White
6.8;0.21;0.27;13.0;0.042;41.0;146.0;0.9984;3.3;0.37;9.1;5.0;White
8.6;0.485;0.29;4.1;0.031;19.0;101.0;0.9918;3.02;0.38;12.3;5.0;White
8.6;0.485;0.29;4.1;0.031;19.0;101.0;0.9918;3.02;0.38;12.3;5.0;White
7.3;0.29;0.29;4.6;0.031;27.0;155.0;0.9931;3.07;0.37;10.6;6.0;White
6.8;0.21;0.27;13.0;0.042;41.0;146.0;0.9984;3.3;0.37;9.1;5.0;White
6.7;0.31;0.31;4.9;0.031;20.0;151.0;0.9926;3.36;0.72;12.0;7.0;White
7.3;0.29;0.37;8.3;0.044;45.0;188.0;0.9966;3.12;0.47;9.1;5.0;White
6.0;0.46;0.46;1.4;0.04;31.0;169.0;0.9932;3.13;0.47;9.1;5.0;White
6.8;0.28;0.44;11.5;0.04;54.0;188.0;0.9969;3.22;0.56;9.5;5.0;White
6.7;0.23;0.33;1.8;0.036000000000000004;23.0;96.0;0.9925;3.32;0.4;10.8;6.0;White
6.9;0.18;0.25;1.6;0.047;34.0;132.0;0.9914;3.16;0.48;11.4;5.0;White
7.6;0.18;0.36;2.4;0.049;38.0;123.0;0.996;3.42;0.46;10.3;5.0;White
6.6;0.22;0.28;4.9;0.042;51.0;180.0;0.9952;3.3;0.72;9.5;6.0;White
7.8;0.27;0.28;1.8;0.05;21.0;127.0;0.9934;3.15;0.44;9.9;5.0;White
7.7;0.28;0.29;4.3;0.051;25.0;142.0;0.9939;3.16;0.39;10.2;5.0;White
7.6;0.29;0.29;4.4;0.051;26.0;146.0;0.9939;3.16;0.39;10.2;5.0;White
6.0;0.32;0.18;1.4;0.031;26.0;104.0;0.9906699999999999;3.42;0.37;11.0;6.0;White
7.1;0.33;0.25;1.6;0.031;25.0;126.0;0.9906699999999999;3.22;0.37;12.1;7.0;White
7.3;0.34;0.3;1.3;0.057;25.0;173.0;0.9948;3.26;0.51;9.1;6.0;White
6.5;0.19;0.26;5.2;0.04;31.0;140.0;0.995;3.26;0.68;9.5;6.0;White
6.6;0.23;0.27;5.6;0.043;43.0;164.0;0.9953;3.27;0.72;9.5;5.0;White
6.6;0.27;0.29;5.3;0.045;54.0;188.0;0.9953;3.31;0.72;9.8;5.0;White
6.6;0.22;0.28;4.9;0.042;51.0;180.0;0.9952;3.3;0.72;9.5;6.0;White
7.6;0.18;0.36;2.4;0.049;38.0;123.0;0.996;3.42;0.46;10.3;5.0;White
6.8;0.36;0.32;1.6;0.039;10.0;124.0;0.9948;3.3;0.67;9.6;5.0;White
7.0;0.22;0.39;2.1;0.055;39.0;188.0;0.9951;3.42;0.54;10.2;6.0;White
6.0;0.18;0.3;1.4;0.042;25.0;119.0;0.9931;3.42;0.72;10.5;6.0;White
7.4;0.45;0.32;7.1;0.044;17.0;117.0;0.9962;3.32;0.41;10.4;5.0;White
6.8;0.36;0.32;1.6;0.039;10.0;124.0;0.9948;3.3;0.67;9.6;5.0;White
7.5;0.42;0.14;10.7;0.046;18.0;95.0;0.9959;3.22;0.37;10.7;5.0;White
7.5;0.33;0.32;11.1;0.036000000000000004;25.0;119.0;0.9962;3.15;0.37;10.5;6.0;White
8.8;0.3;0.32;10.7;0.031;14.0;111.0;0.9958;3.02;0.42;10.6;5.0;White
7.9;0.18;0.32;1.6;0.053;47.0;150.0;0.9948;3.29;0.72;9.6;6.0;White
7.9;0.18;0.32;1.6;0.053;47.0;150.0;0.9948;3.29;0.72;9.6;6.0;White
8.2;0.18;0.32;1.5;0.05;17.0;101.0;0.994;3.14;0.58;9.5;5.0;White
8.3;0.18;0.31;1.5;0.049;48.0;153.0;0.9942;3.12;0.58;9.4;6.0;White
8.7;0.18;0.3;1.6;0.046;29.0;130.0;0.9942;3.22;0.38;9.8;6.0;White
7.9;0.18;0.32;1.6;0.053;47.0;150.0;0.9948;3.29;0.72;9.6;6.0;White
7.2;0.25;0.19;8.0;0.044;51.0;172.0;0.9964;3.16;0.44;9.2;5.0;White
7.2;0.24;0.19;7.7;0.045;53.0;176.0;0.9958;3.17;0.38;9.5;5.0;White
6.0;0.59;0.14;2.7;0.043;27.0;93.0;0.9932;3.34;0.38;9.2;5.0;White
6.6;0.22;0.49;13.0;0.052000000000000005;22.0;136.0;0.9984;3.02;0.37;9.4;5.0;White
6.6;0.22;0.49;13.0;0.052000000000000005;22.0;136.0;0.9984;3.02;0.37;9.4;5.0;White
8.4;0.28;0.4;8.9;0.048;33.0;146.0;0.9984;3.4;0.46;9.3;5.0;White
