CLASSE,TEXTO
POS,SOMS EFETUAR SUBSTITUIÇÃO FASE A 04E1 TSA.
POS,TRATAMENTO ANTICORROSIVO NOS TCS. TPS DA LTADIT2 FASE A. B E C  TRATAMENTO ANTICORROSIVO NOS TPS DA BARRA B FASE A. B E C.  MANUTENCAO CORRETIVA NA SC8143  MANUTENCAO PREVENTIVA NO DJ8144 
POS,MANUTENCAO PREVENTIVA NO DJ8144 MANUTENCAO PREVENTIVA NO TPI8140T MANUTENCAO PREVENTIVA NO PR8140T MANUTENCAO PREVENTIVA NO DCP8150T MANUTENCAO PREVENTIVA NA SC8149 MANUTENCAO PREVENTIVA E CORRETIVA NA SC8147
POS,ISOLAR ATUACAO DA PROTECAO 62BF DO DISJUNTOR 608.  MANUTENCAO PREVENTIVA ANUAL (COM BF ISOLADO) NO DJ608. (FILTRAGEM DO OLEO).  NORMALIZAR ATUACAO DA PROTECAO 62BF DO DISJUNTOR 608. 
POS,TRATAMENTO ANTICORROSIVO NOS TPS DA BARRA A FASE A. B E C.  TRATAMENTO ANTICORROSIVO NOS TCS E TPS DA LTFUIT2 FASE A. B E C.  MANUTENCAO CORRETIVA NA SC8121.  MANUTENCAO PREVENTIVA NO COMPRESSOR DO DJ8124 
POS,INSPECAO E TROCA DE ESCOVAS DA EXCITATRIZ E ANEL COLETOR DO GERADOR. 
POS,MEDICAO E SUBSTITUICAO DE ESCOVAS DOS GERADORES E EXCITATRIZ  INSPECAO ELETROMECANICA NO GERADOR E TURBINA  ATERRAR CUBICULO DE SURTO DA UNIDADE GERADORA.  DESATERRAR CUBICULO DE SURTO DA UNIDADE GERADORA.  VERIFICAR FUNCIONAMENTO DO CONTADOR DE OPERACAO  SUBSTITUIR RETENTOR DA ALETA MOVEL 07.  LIMPEZA DOS TROCADORES DE CALOR DO GERADOR E MANCAIS.  INSERIR COMPORTA DE MANUTENCAO NO CANAL FUGA.  RETIRAR COMPORTA DE MANUTENCAO NO CANAL DE FUGA. 
POS,REVISAO NO SISTEMA DE AR COMPRIMIDO E GAS SF6 DO DJ 8124. 
POS,TRATAMENTO ANTICORROSIVO NOS TCS E TPS DA LTFUIT2 FASE A. B E C.  MANUTENCAO CORRETIVA NA SC8123. 
POS,SINCRONIZAÇÃO DA UNIDADE GERADORA UG1. PARA CONTINUAÇÃO SEGUNDO SEQUÊNCIA E OPERAÇÃO INDICADOS A SEGUIR. CONFORME DESCRIÇÃO DETALHADA DOS TESTES EM PODER DO ONS:    - TESTE 6: AJUSTE DO SISTEMA DLN (POTÊNCIA MÁXIMA DE 161 MW)  - TESTE 5: TESTE PARA COLETA DE DADOS PARA PROTEÇÃO 27TN (POTÊNCIA MÁXIMA DE 161 MW)  - TESTE 4: TESTES DO SISTEMA DE ESTABILIZAÇÃO DE POTÊNCIA PSS (POTÊNCIA MÁXIMA DE 161 MW)  - REPETIÇÃO DO TESTE 3: TESTES ON-LINE DO SISTEMA DE EXCITAÇÃO (POTÊNCIA MÁXIMA DE 15 MW)
POS,SINCRONIZAÇÃO DA UNIDADE GERADORA UG2. PARA CONTINUAÇÃO SEGUNDO SEQUÊNCIA E OPERAÇÃO INDICADOS A SEGUIR. CONFORME DESCRIÇÃO DETALHADA DOS TESTES EM PODER DO ONS:    - TESTE 6: AJUSTE DO SISTEMA DLN (POTÊNCIA MÁXIMA DE 161 MW)  - TESTE 5: TESTE PARA COLETA DE DADOS PARA PROTEÇÃO 27TN (POTÊNCIA MÁXIMA DE 161 MW)  - TESTE 4: TESTES DO SISTEMA DE ESTABILIZAÇÃO DE POTÊNCIA PSS (POTÊNCIA MÁXIMA DE 161 MW)  - REPETIÇÃO DO TESTE 3: TESTES ON-LINE DO SISTEMA DE EXCITAÇÃO (POTÊNCIA MÁXIMA DE 15 MW)  
NEG,DESPACHO DE MANUTENÇÃO. 4 MW POR DIA. COMPROVAÇÃO DO ESTADO DOS MOTORES COM CARGA PARA VERIFICAÇÃO QUE OS PARÂMETROS OPERACIONAIS. MECÂNICOS E ELÉTRICOS ESTEJAM DENTRO DOS INTERVALOS ESTABELECIDOS PARA UMA OPERAÇÃO NORMAL. INFORMAMOS TAMBÉM QUE A CARGA DURANTE O PERÍODO DE DESPACHO PODERÁ VARIAR DE 0 A 4 MW. CONFORME A NECESSIDADE DE MANUTENÇÃO.
NEG,AJUSTE E ALINHAMENTO SECC. 637 
NEG,COMPLETAR FIAÇÕES DE SUPERVISÃO DOS EQUIPAMENTOS PARA O DMS. EFETUAR LEVANTAMENTO DE FIAÇÕES EXISTENTES VISANDO CORRIGIR ESQUEMAS ELÉTRICOS DA SE MAÇAMBARÁ E CORRIGIR ANILHAS EM TODOS OS MÓDULOS.
NEG,RETIRAR LIGAÇÃO TERMINAL ENTRE BAY F E A TORRE DA LINHA TCVC-LT7-01
NEG,IMPLANTAÇÃO DE ADEQUAÇÕES E TESTES FUNCIONAIS NO ESQUEMA DE CONTROLE DE EMERGENCIA DA SE TUCURUI
NEG,SUBSTITUIR TELEPROTEÇÃO 85.9 ANALOGICA PELA TELEPROTEÇÃO DIGITAL FAB. WANSEN ENLACE SE 500KV UHE
NEG,SUBSTITUIÇÃO DOS TRANSMISSORES DE TEMPERATURA DO GERADOR 4.
NEG,ADEQUAÇÕES NOS CIRCUITOS ASSOCIADOS AO SISTEMA SUPERVISÓRIO.
NEG,TESTES FUNCIONAIS DE TELESINALIZAÇÃO DA SE RCD.
NEG,PREPARAÇÃO PARA IMPLANTAÇÃO DE CIRDUITO DE TELESINALIZAÇÃO DA SE GNN.
NEG,ADEQUAÇÃO DO SCS DA SE AGL.
NEG,ANILHAR CABOS  QUE ESTÃO COM IDENTIFICAÇÃO PROVISSÓRIA.
NEG,1- TESTES SISTEMA DIGITAL REFERENTES AMPLIACÃO F - SE CAMPOS NOVOS - SERVICO AUXILIAR    2- TESTES SISTEMA DIGITAL REFERENTES AMPLIACÃO G - SE CAMPOS NOVOS    3- ADEQUACÃO FINAL DA ARQUITETURA. EQUIPAMENTOS. COMUNICACÃO. BASE DE DADOS SAGE E D200.  E TESTES PONTO A PONTO COT E ONS
NEG,INSTALAÇÃO DE BANDEJA PARA CABOS ELÉTRICOS NA SALA DE CABOS. LANÇAMENTO DE CABOS NAS CANALETAS ENTRE A SALA DE RELÉS E SECCIONADORAS SELETORAS DE BARRA DOS MÓDULOS DE 230KV.
NEG,INSTALAR OS PAINÉIS DE SUPERVISÃO DE ESTADOS DAS SECCIONADORAS SELETORAS DE BARRAS    PREPARAR FIAÇÃO PARA INTERLIGAÇÃO DOS CIRCUITOS ENTRE OS NOVOS PAI NÉIS E O RELÉ 87B (EXISTENTE) PARA ADEQUAÇÃO DO ESQUEMA DIFERENCIAL DE BARRAS.
NEG,REPOSICAO DE GAS NITROGENIO.
NEG,REPOSICAO DE GAS NITROGENIO.
NEG,REPOSICAO DE GAS NITROGENIO.
NEG,REPOSICAO DE GAS NITROGENIO.
NEG,MANUTENÇÃO PREVENTIVA BIMESTRAL NO CO1
NEG,VERIFICACAO DO BANCO DE DADOS DO SISTEMA DE CONTROLE REMOTO DA USINA DE CORUMBA (CEGELEC)
NEG,MANUTENÇÃO CORRETIVA EMERGÊNCIA NO SISTEMA FOX 515 ENTRE SE BLUMENAU E SE ITAJAÍ.
NEG,EXECUTAR LIMPEZA NOS POLOS DO BANCO DE BATERIAS DE 48VCC (BANCO 2) DA SL DE COMUINCACOES.
NEG,MONTAGEM DOS CONDUTORES DAS BARRAS P E T 230 KV DOS FUTUROS MÓDULOS DAS LT S 230 KV URUGUAIANA (AES) E SANTO ANGELO 2. SEM FECHAMENTO DAS PASSAGENS PARA AS BARRAS P E T 230 KV EXISTENTES.
NEG,MONTAGEM DOS CONDUTORES DAS BARRAS P E T 230 KV DO NOVO MÓDULO DA LI 230 KV SANTO ÂNGELO (ELETROSUL) - CIRCUITO 2. SEM FECHAMENTO DAS PASSAGENS PARA AS BARRAS P E T 230 KV EXISTENTES.
NEG,LIBERAR 02BP SNB ENERGIZADO FIM SBMS EFETUAR CORREÇÃO DE PONTO QUENTE NO CONECTOR CHAPA-CABO LADO FIXO DA CHAVE 32V6-4 FASE A.
NEG,LIBERAR 02BP SNB ENERGIZADO FIM SBMS EFETUAR CORREÇÃO DE PONTO QUENTE NO CONECTOR CHAPA-CABO LADO FIXO DA CHAVE 32V6-4 FASE A.
NEG,IMPLANTAÇÃO DE ADEQUAÇÕES E TESTES FUNCIONAIS NO ESQUEMA DE CONTROLE DE EMERGENCIA DA SE TUCURUI
NEG,PAINEIS 3UACSA E SERVICOS AUXILIARES. COMISSIONAMENTO E TESTES DO AUTOMATISMO DOS SERVICOS AUXILIARES. CONFORME  REUNIAO ACERTADA ENTRE A EL PASO E FURNAS (DRR.O).
NEG,MANUTENÇÃO PREVENTIVA NOS RETIFICADOR 1 E 2. E NOS BANCOS DE BATERIAS 1 E 2.
NEG,INSTALAÇÃO DE GPS E ANÁLISE DA COMUNICAÇÃO COM NÍVEL 3.
NEG,NORMALIZAR INDICAÇÃO DO DISJUNTOR LDDJ7-05 NO SAGE.
NEG,INSTALAÇÃO DO SISTEMA DE SUPERVISÃO SAGE NA SE MIRANDA II.
NEG,PNS 345KV. 138KV E 13.8KV.LANCAMENTO E INTERLIGACAO DOS CABOS DE FORCA CONTROLE E PROTECAO REF. SECC.345. 138 E 13.8KV DOS AT01. 02 E 04. ENTRE OS CUB. IND. E PARA PNL C9. C11.C23. C24. QD2. QDCC4P E QDCC2. REF. AO CHAVEAMENTO NONA AMPLIACAO.
NEG,INSTALAÇÃO DO SISTEMA DE SUPERVISÃO SAGE NA SE MIRANDA II.
NEG,VERIFICAÇÃO NO SISTEMA DE TELECOMUNICAÇÕES NA SUBESTAÇÃO RINCÓN    SANTA MARIA - ARGENTINA. NA PLACA LAWA QUE SINALIZA FALHA NO OPGW - SISTEMA A DO CIRCUITO LI 500KV RSM GBI-2.
NEG,SUBSTITUIÇÃO DA TELEPROTEÇÃO ANALOGICA PELA DIGITAL NANSEN
NEG,SOCP EFETUAR MANUTENÇÃO CORRETIVA E RETIRADA DE PENDÊNCIAS DE COMISSIONAMENTO NAS TELAS DO SAGE NA SE TERESINA II.
NEG,PAINEIS DE 345KV (SALA DE CONTROLE). LEVANTAMENTO E MODIFICACOES NOS CIRCUITOS DE PROTECAO.PARA IMPLEMENTACAO DAUTR ELEBRA.
NEG,PAINEIS DE 138KV. LEVANTAMENTO E MODIFICACOES NOS CIRCUITOS DE PROTECAO.PARA IMPLEMENTACAO DAUTR ELEBRA.
NEG,COMISSIONAMENTO DOS CABOS (UACSSA-SPCI) E PREPARACAO DA FIACAO PARA OS TES-TES DO SISTEMA DE PROTECAO CONTRA INCENDIO.
NEG,SUBSTITUIÇÃO DOS INSTRUMENTOS DE MEDIÇÃO DOS PAINÉIS DE SERVIÇOS AUXILIARES.
NEG,SUBSTITUIR TELEPROTEÇÃO ANALOGICA POR DIGITAL NANSEN
NEG,ATUALIZAÇÃO DE SOFTWARE DAS REMOTAS DA SUBESTAÇÃO LONDRINA (COPEL).
NEG,AJUSTE NA BASE REFERENTE AO SOE DAS LT S 04C4 E 04C6 DE RCD.
NEG,ATUALIZAÇÃO DE ARQUIVOS NAS REMOTAS.
NEG,RETIRAR PENDÊNCIAS SISTEMA CONTROLE ABB (INTEGRAÇÃO SAGE.RTU.ECE E VÃOS DIGITALIZADOS). ESTE SERVIÇO SERÁ EXECUTADO JUNTAMENTE COM O FABRICANTE ABB PARA POSSIBITAR A ATIVAÇÃO DO ECE DGT
NEG,REMOTA SAGE PIC - EFETUAR MIGRAÇÃO DOS CANAIS DE DADOS DA SE PIC PARA O SISTEMA DE FIBRA ÓPTICA COM FINALIDADE DE CORRIGIR ALTA TAXA DE ERRO DA CANALIZAÇÃO DO SISTEMA REMOTA SAGE DA SE PIC
NEG,EFETUAR INTERVENÇÃO CORRETIVA EM MULTIPLEXADOR ÓPTICO
NEG,COLETA DOS AJUSTES DO RELÉ SPAU 341 E FAZER BACK-UP DO MESMO.
NEG,SUBSTITUIÇÃO DOS INSTRUMENTOS DE MEDIÇÃO DOS PAINÉIS DE SERVIÇOS AUXILIARES.
NEG,SUBSTITUIÇÃO DOS INSTRUMENTOS DE MEDIÇÃO DOS PAINÉIS DE SERVIÇOS AUXILIARES.
NEG,SANAR TERRA NA BARRA B.
NEG,FAZER BACK-UP DA IHM-MICROSCADA.
NEG,FAZER BACK-UP DA IHM MICROSCADA.
NEG,COLETA DE AJUSTES E BACK-UP AJUSTES RELÉS BAY AT2 (REF. RET E SPAU)
NEG,TESTE DE CAPACIDADE BANCO DE 48 VCC
NEG,AJUSTES DA RELAÇÃO DE TC PARA A LT 02C4-JZD PETROLINA.
NEG,EFETUAR TESTES FUNCIONAIS E INTEGRAÇÃO DA NOVA BASE DE DADOS DA UTR STD.
NEG,1- VERIFICAR E SANAR ANORMALIDADE NA ATUAÇÃO DE FALHA DE PULSO LADO 50HZ.   2- OSCILOGRAFAR PONTOS DE ENTRADA E SAÍDA DO CARTÃO RESPONSÁVEL PELA SUPERVISÃO DE FALHA DE PULSO.    
NEG,VERIFICAÇÃO DOS VALORES DE TENSÃO DAS BARRAS I E II 138 KV
NEG,SANAR PONTO QUENTE.
NEG,SANAR TERRA NA BARRA B.
NEG,TESTES FUNCIONAIS NA NOVA BASE DE DADOS DA UTR NTD.
NEG,GERACAO DA BASE DE DADOS DO SISTEMA SOL INCLUINDO PONTOS DE SUPERVISAO DA LINHA ADRIANOPOLIS-CACHOEIRA 3
NEG,TESTES FUNCIONAIS E INTEGRAÇÃO DA NOVA BASE DE DADOS DA UTR CRD.
NEG,CONEXAO DOS OSCILOGRAFOS 1 E 3 NA REDE DE OSCILOGRAFIA DE FURNAS E ATUALIZACAO DE FIRMWARE NOS MESMOS.
NEG,MEDIR OSCILACAO DOS EIXOS NA ALTURA DOS MANCAIS GUIAS DE TODOS OS GERADORES NAS CONDICOES: SEM CARGA. 140MW - 87 MVAR E CARGA MAXIMA.
NEG,TESTES FUNCIONAIS E INTEGRAÇÃO DA NOVA BASE DE DADOS DA UTR SMD.
NEG,SUBSTITUIÇÃO DO EXAUSTOR DO CONVERSOR DC DC DA PROTEÇÃO PRIMÁRIA DA LT- STIV1 (PPS10).   
NEG,IMPLANTAÇÃO DE NOVOS PONTOS DE SUPERVISÃO DO REATRO01 DA SE YTA 
NEG,IMPLANTAÇÃO DE BASE DE DADOS 142 DO SISTEMA DE SUPERVISÃO E CONTROLE CONTEMPLANDO A NOVA IDENTIFICAÇÃO DA SE BSA E ENTRADA DE NOVOS PONTOS EM AVN.
NEG,MANUTENÇÃO NAS CONTATORAS DOS MOTOCOMPRESSORES DO SISTEMA SÍNCRONO.
NEG,CALIBRAÇÃO AJUSTES NOS CONVERSORES DE TELEMEDIÇÃO. 
NEG,MANUTENÇÃO NAS CONTATORAS DAS BOMBAS DE CIRCULAÇÃO DE ÓLEO DO REGULADOR DE VELOCIDADE. MANCAL ESCORA E MANCAL GUIA DA TURBINA DO GRUPO 2.
NEG,MANUTENÇÃO NAS CONTATORAS DAS BOMBAS DE CIRCULAÇÃO DE ÓLEO DO REGULADOR DE VELOCIDADE. MANCAL ESCORA E MANCAL GUIA DA TURBINA DO GRUPO 4.
NEG,CALIBRAÇÃO AJUSTES NOS CONVERSORES DE TELEMEDIÇÃO.
NEG,CALIBRAÇÃO AJUSTES NOS CONVERSORES DE TELEMEDIÇÃO DE INTERCÂMBIO.
NEG,MEDICAO DE TENSAO E CORRENTE DA LT FU-MM
NEG,LIMPEZA DOS FILTROS CONFORME INSPECAO.
NEG,CALIBRAÇÃO AJUSTES NOS CONVERSORES DE TELEMEDIÇÃO DE INTERCÂMBIO.
NEG,CALIBRAÇÃO AJUSTES NOS CONVERSORES DE TELEMEDIÇÃO DE INTERCÂMBIO.
NEG,CALIBRAÇÃO   AJUSTES NOS CONVERSORES DE TELEMEDIÇOES ACIMA CITADOS CONFORME NORMA ISO 9002
NEG,MANUTENÇÃO NAS CONTATORAS DAS BOMBAS DE CIRCULAÇÃO DE ÓLEO DO REGULADOR DE VELOCIDADE. MANCAL ESCORA E MANCAL GUIA DA TURBINA DO GRUPO 2.   
NEG,CALIBRAÇÃO AJUSTES NOS CONVERSORES DE TELEMEDIÇÃO DE INTERCÂMBIO.
NEG,SBMS EFETUAR CORREÇÃO DE PONTO QUENTE NO CONECTOR CHAPA-CABO LADO FIXO DA CHAVE 32V6-4 FASE A.
NEG,SBMS EFETUAR CORREÇÃO DE PONTO QUENTE NO CONECTOR CHAPA-CABO LADO FIXO DA CHAVE 32V6-4 FASE A.
NEG,SBMS EFETUAR CORREÇÃO DE PONTO QUENTE NO CONECTOR CHAPA-CABO LADO FIXO DA CHAVE 32V6-4 FASE A.
NEG,SUBSTITUIÇÃO DOS INSTRUMENTOS DE MEDIÇÃO DOS PAINÉIS DE SERVIÇOS AUXILIARES.
NEG,MEDICAO DE TENSAO E CORRENTE DA LT FU-MM
NEG,MEDICAO DE TENSAO E CORRENTE DA LT FU-MM
NEG,VERIFICAR ANORMALIDADE NA REMOTA MICROLAB. (CTRR.O SEM INFORMACOES).
NEG,PNS 345KV. 138KV E 13.8KV.  COLOCACAO DE IDENTIFICACAO ( ANILHAS ) NOS PNLS DE 345KV. 138KV. 13.8KV NOSCUB. IND. E COMUM DO AT04. NOS CUB. DOS DJS. SECCS. BC10. BC11. BC12 CAIXA COMUM DOS TCS E TPS REFERENTE A NONA AMPLIACAO.
NEG,RETIRAR FIAÇÕES DE DISPOSITIVOS E INSTRUMENTOS DESATIVADOS NOS PAINÉIS CCM1 - CENTRO DE CONTROLE DE MOTORES 1.
NEG,RETIRAR FIAÇÕES DE ALIMENTAÇÃO 125 VCC NO PAINEL DCM - MISCELÂNEA DC. DO ANTIGO CIRCUITO DE TRANSFERÊNCIA DOS SERVIÇOS AUXILIARES.
NEG,RETIRAR FIAÇÕES DE DISPOSITIVOS E INSTRUMENTOS DESATIVADOS NO PAINEL CH - COMANDO HIDRÁULICO.
NEG,RETIRAR FIAÇÕES DE DISPOSITIVOS E INSTRUMENTOS DESATIVADOS NO PAINEL ACG - GERAL DE CORRENTE ALTERNADA.
NEG,SUBSTITUIÇÃO DOS DISCOS ARRAY NOS SERVIDORES DO SAGE CROP.
NEG,CONEXÃO E COMISSIONAMENTO DO NOVO VÃO DE SAÍDA PARA CARAMURU NAS BARRAS DE 230 KV DA S E PARANAÍBA.
NEG,INSTALÇÃO DE OSCILÓGRAFO.
NEG,SUBSTITUIR TELEPROTEÇÃO 85.9 ANALOGICA PELA DIGITAL NANSEN ENLACE SE USINA
NEG,SUBSTITUIÇÃO DA TELEPROTEÇÃO 85.9 ANALOGICA PELA DIGITAL NANSEN ENLACE SE USINA
NEG,INCLUSÃO PONTOS ASSOCIADOS À REENERGIZAÇÃO EM STD.
NEG,REMANEJAMENTO DO RACK QUE CONTÉM A RÉGUA DE CONEXÃO DAS MEDIDAS DE FREQUÊNCIA LESTE E CENTRO COM O COSR-NE. FACE A REFORMA DA SALA DO COS.
NEG,INSTALAÇÃO E TESTES DOS ROTEADORES RESERVA DOS FRONT-END.
NEG,ACESSO ÀS PARAMETRIZAÇÕES E OSCILOGRAFIAS DOS RELÉS DE PROTEÇÃO DOS GRUPOS GERADORES 1. 2 E 3 E DAS LINHAS 1 E 2 CANA BRAVA - SERRA DA MESA.
NEG,1- ATUALIZACÃO BASE DE DADOS  SAGE    2- TESTE PONTO A PONTO E COMISIONAMENTO  AMPLIAÇÃO G DA SE ITÁ.   
NEG,INSTALAÇÃO DE GPS NA SE CIAG.
NEG,INSTALAÇÃO DE GPS NA SE CAX 5.  SERÁ SIMULADO O PONTO DE INTERCÂMBIO DE CAX5.
NEG,MEDICAO DE UMIDADE DO GAS SF6 NOS COMPARTIMENTOS DA SE BLINDADA DE 138KV.
NEG,ATUALIZAÇÃO DE ARQUIVOS NAS REMOTAS.
NEG,CALIBRAÇÃO DE MEDIDORES
NEG,FAZER LEVANTAMENTO DE FIAÇÃO EXISTENTE. VISANDO ALTERAÇÃO NA FIAÇÃO INTERNA DOS PAINÉIS PARA ATENDER A AMPLIAÇÃO G
NEG,FAZER LEVANTAMENTO DE FIAÇÃO EXISTENTE. VISANDO ALTERAÇÃO NA FIAÇÃO INTERNA DOS PAINÉIS PARA ATENDER A AMPLIAÇÃO G
NEG,SAGE. IMPLEMENTACAO DA SINCRONIZACAO DAS MAQUINAS DO SAGE.
NEG,MANUTENCAO NO BANCO DE DADOS DO SISTEMA DE CONTROLE REMOTO DE CORUMBA- CEGELEC
NEG,SUBSTITUICAO DE EPROM COM VERSAO ATUALIZADA DA BASE DE DADOS. E EXECUCAO DETESTES DE SIMULACAO DE PONTOS.
NEG,EFETUAR INTERVENÇÃO CORRETIVA DE INSPEÇÃO E ELIMINAÇÃO DE DESEQUILÍBRIO NA TENSÃO DE ALIMENTAÇÃO 125 VCC DA SE
NEG,VERIFICAR MOTIVO DE SINALIZAÇÃO  QUEIMA DE FUSÍVEL DO DIVISOR CAPACITIVO DE POTENCIAL (DCP) NAS IHM S DO COL CB E DA SE NOVA MUTUM.
NEG,TROCA DO ARMÁRIO DE COMANDO DO DISJUNTOR E ENSAIOS ELÉTRICOS  MECÂNICOS.
NEG,REPARO NO CIRCUITO DE FECHAMENTO LOCAL E REMOTO DO DISJUNTOR 1018. ALIMENTADOR DO CM1.
NEG,SUBSTITUIR RELÉ 85 QUE ESTÁ QUEIMADO. POR OUTRO RESERVA. COLOCANDO EM OPERAÇÃO PARA UM PERÍODO DE TESTES  A TELEPROTEÇÃO DA LT XAN 2. DURANTE ESTE PERÍODO SERÁ INSTALADO. PARA SER RETIRADO NO DIA 29 01. UM OSCILÓGRAFO DIGITAL PARA MEDIÇÃO DOS CIRCUITOS NOS QUAIS ESTE RELÉ ESTÁ INSERIDO. PARA INVESTIGAÇÃO DAS CAUSAS DE QUEIMA SUCESSIVAS DOS RELÉS QUE LÁ FORAM COLOCADOS EM OPERAÇÃO.
NEG,EFETUAR CONEXÕES E TESTES DE COMISSIONAMENTO EM ATENDIMENTO À AMPLIAÇÃO G.
NEG,SUBSTITUIÇÃO DOS TRANSMISSORES DE TEMPERATURA DO GERADOR 4.
NEG,TROCA DOS TC S AUXILIARES DO FUTURO CIRCUITO GRALHA AZUL 230 KV. 
NEG,IMPLANTAÇÃO DE ADEQUAÇÕES E TESTES FUNCIONAIS NO ESQUEMA DE CONTROLE DE EMERGÊNCIA DA SE TUCURUÍ
NEG,REGULAGEM DE FIM DE CURSO E REVISÃO NOS CIRCUITOS DE COMANDO DAS COMPORTAS DA BARRAGEM MAIA FILHO.
NEG,ATUALIZAÇÃO DE SOFTWARE DAS REMOTAS DA SUBESTAÇÃO LONDRINA (COPEL).   
NEG,RETIRAR TRAVAMENTO DA IHM (TROCA DO COOLER DA FONTE E DA CPU). FAZER BACK-UP DA IHM E NORMALIZAR A ATUALIZAÇÃO DAS ANALÓGICAS.
NEG,PESQUISAR CAUSA DE TRAVAMENTO DA IHM. REALIZAR BACK-UP DA MESMA E NORMALIZAR A ATUALIZAÇÃO DAS ANALÓGICAS.
NEG,PESQUISAR CAUSA DE TRAVAMENTO DA IHM. REALIZAR BACK-UP DA MESMA E NORMALIZAR A ATUALIZAÇÃO DAS ANALÓGICAS.
NEG,PESQUISAR CAUSA DE TRAVAMENTO DA IHM. REALIZAR BACK-UP DA MESMA E NORMALIZAR A TUALIZAÇÃO DAS ANALÓGICAS.
NEG,PESQUISAR CAUSA DE TRAVAMENTO DA IHM. FAZER BACK-UP DA MESMA E NORMALIZAR A ATUALIZAÇÃO DAS ANALÓGICAS.
NEG,MODIFICACAO NA FIACAO INTERNA DA UAC DO SERVICO AUXILIAR DA USINA. ENTRE CARTOES DE ENTRADA E SAIDA E BORNES.
NEG,INSTALAÇÃO DE GPS NA SE GUA2.
NEG,RETIRADA DOS TC S INTERMEDIÁRIOS ( TC S ACOPLADORES QUE ESTÃO NO PÁTIO ) DO DIFERENCIAL DE BARRAS DOS CIRCUITOS  ENTRADA 4  (ANTIGO MÓDULO AT-4) E DO MÓDULO DO TR-8.
NEG,MANUTENÇÃO NO BANCO DE DADOS DO SISTEMA DE CONTROLE REMOTO DA UHE CORUMBÁ.
NEG,EXECUTAR MEDIDAS DE NÍVEIS. DE TRANSMISSÃO E RECEPÇÃO. NO EQUIPAMENTO CARRIER DA LINHA YTA SSA.
NEG,SBCP EFETUAR IMPLANTAÇÃO DE ORDEM DE AJUSTE PARA DESATIVAR O TRIP SOBRE O DISJUNTOR 14F2 DA SE IRECE DO TERCEIRO ESTÁGIO DO RELÉ DE SUBFREQUÊNCIA DA BARRA DE 69 KV.
NEG,DESATIVAÇÃO E RETIRADA DE EQUIPAMENTO DE TELEPROTEÇÃO QUE ACIONA O ESQUEMA DE CORTE DE EMERGÊNCIA (ECE) NA SUBESTAÇÃO GRALHA AZUL E INSTALAÇÃO NO FUTURO CIRCUITO GRALHA AZUL NA SUBESTAÇÃO UMBARÁ (PREVISÃO DE ENTRADA PARA 08 02 04).
NEG,CANAL SAGE SE FNL  FNL - EFETUAR INTERVENÇÃO CORRETIVA EM CANAL SAGE QUE ATENDE A SE FNL (MANUTENÇÃO CORRETIVA EM MULTIPLEX PDH FMX II).
NEG,INSTALAR E COMISSIONAR OS PAINÉIS DE SUPERVISÃO DE ESTADOS DAS SECCIONADORAS SELETORAS DE BARRAS. PREPARAR FIAÇÃO PARA INTERLIGAÇÃO DOS CIRCUITOS ENTRE OS NOVOS PAINÉIS E O RELÉ 87B (EXISTENTE) PARA ADEQUAÇÃO DO ESQUEMA DIFERENCIAL DE BARRAS.
NEG,SUBSTITUIR RETENÇÃO DO FILTRO DE ÓLEO DO REGULADOR DE VELOCIDADE DO HIDROGERADOR DE EMERGÊNCIA - HGE.
NEG,HIDROGERADOR DE EMERGÊNCIA FORA DE OPERAÇÃO PARA SUBSTITUIR RETENÇÃO DO FILTRO DE ÓLEO DO REGULADOR DE VELOCIDADE.
NEG,ATUALIZAÇÃO DE SOFTWARE NOS MICROS 1 E 2 UTILIZADOS PELA AUTOMAÇÃO DA SUBESTAÇÃO E TAMBÉM PELO ESQUEMA DE SUPERVISÃO DA SE PELO COS-PR.   DURANTE OS SERVIÇOS SERÁ NECESSÁRIO EFETUAR RESET NO MICRO EM INTERVENÇÃO. SENDO QUE ESTA AÇÃO SERÁ INFORMADA COM ANTECÊNCIA AO COS-PR E OCORRERÁ ESPORADICAMENTE. DURANTE O RESET HAVERÁ PERDA DE SUPERVISÃO DA SE PELO COS-PR. INCLUSIVE DAS TELEMEDIÇÕES SÃO MATEUS DO SUL CURITIBA. SÃO MATEUS DO SUL AREIA E SÃO MATEUS DO SUL CANOINHAS. 
NEG,MANUTENCAO PREVENTIVA NO GRUPO GERADOR DIESEL
NEG,MANUTENÇÃO CORRETIVA DE URGÊNCIA NA TELEPROTEÇÃO F6 II DA LINHA UHSS SSA LT I.
NEG,MANUTENÇÃO CORRETIVA DE URGÊNCIA NA TELEPROTEÇÃO F6 II DA LINHA UHSS SSA LT I.
NEG,MANUTENCAO PREVENTIVA NO GRUPO GERADOR DIESEL
NEG,MANUTENÇÃO PREVENTIVA NO CENTRO DE DISTRIBUIÇÃO DE CORRENTE ALTERNADA DOS MOTORES DAS SECCIONADORAS DE 230 KV.
NEG,IMPLANTAÇÃO DE ADEQUAÇÕES E TESTES FUNCIONAIS NO ESQUEMA DE CONTROLE DE EMERGÊNCIA DA SE TUCURUÍ
NEG,TESTE COM CARGA DO GERADOR DIESEL DA CASA DE FORÇA
